date,city,country,lat,lon,maxtemp_c,avgtemp_c,mintemp_c,maxwind_kph,totalprecip_mm,avghumidity,condition
2023-08-11,Bern,Switzerland,46.92,7.47,28.7,21.3,13.0,5.8,0.0,64.0,Sunny
2023-08-12,Bern,Switzerland,46.92,7.47,29.2,21.6,14.7,12.6,1.8,67.0,Moderate or heavy rain shower
2023-08-13,Bern,Switzerland,46.92,7.47,28.3,21.8,14.5,6.1,3.1,69.0,Patchy rain possible
2023-08-14,Bern,Switzerland,46.92,7.47,29.4,23.1,16.7,7.9,0.0,71.0,Cloudy
2023-08-15,Bern,Switzerland,46.92,7.47,28.5,22.1,15.7,8.6,0.0,68.0,Cloudy
2023-08-16,Bern,Switzerland,46.92,7.47,29.2,22.4,14.2,6.8,0.3,66.0,Patchy rain possible
2023-08-17,Bern,Switzerland,46.92,7.47,29.4,22.1,15.5,10.6,0.0,67.0,Overcast
2023-08-18,Bern,Switzerland,46.92,7.47,31.7,22.6,13.8,8.6,0.0,55.0,Sunny
2023-08-19,Bern,Switzerland,46.92,7.47,32.8,24.1,15.8,7.2,0.0,52.0,Sunny
2023-08-20,Bern,Switzerland,46.92,7.47,32.5,24.7,16.2,7.2,0.0,56.0,Sunny
2023-08-21,Bern,Switzerland,46.92,7.47,32.6,25.1,16.9,5.8,0.0,61.0,Sunny
2023-08-22,Bern,Switzerland,46.92,7.47,33.8,25.8,17.5,6.8,0.0,58.0,Partly cloudy
2023-08-23,Bern,Switzerland,46.92,7.47,32.3,24.8,17.0,9.0,0.6,66.0,Patchy rain possible
2023-08-24,Bern,Switzerland,46.92,7.47,34.9,25.3,17.9,10.7,0.0,59.0,Partly cloudy
2023-08-25,Bern,Switzerland,46.92,7.47,31.0,22.5,16.4,8.3,6.4,70.0,Thundery outbreaks possible
2023-08-26,Bern,Switzerland,46.92,7.47,23.0,17.2,12.8,15.1,41.3,93.0,Moderate or heavy rain shower
2023-08-27,Bern,Switzerland,46.92,7.47,15.8,12.9,9.3,6.8,31.9,95.0,Light rain shower
2023-08-28,Bern,Switzerland,46.92,7.47,11.5,10.3,8.6,5.8,46.8,98.0,Light rain shower
2023-08-29,Bern,Switzerland,46.92,7.47,13.4,10.0,6.9,5.8,9.1,91.0,Light rain shower
2023-08-30,Bern,Switzerland,46.92,7.47,18.2,11.4,5.2,9.4,1.4,75.0,Patchy rain possible
2023-08-31,Bern,Switzerland,46.92,7.47,21.0,13.6,7.0,10.8,0.0,72.0,Partly cloudy
2023-09-01,Bern,Switzerland,46.92,7.47,24.4,16.3,9.3,12.2,0.0,65.0,Partly cloudy
2023-09-02,Bern,Switzerland,46.92,7.47,26.4,17.8,10.9,10.8,0.0,69.0,Sunny
2023-09-03,Bern,Switzerland,46.92,7.47,26.1,17.8,11.5,12.6,0.0,73.0,Partly cloudy
2023-09-04,Bern,Switzerland,46.92,7.47,25.4,17.6,11.7,10.1,0.0,78.0,Overcast
2023-09-05,Bern,Switzerland,46.92,7.47,27.9,18.7,12.3,10.8,0.0,73.0,Sunny
2023-09-06,Bern,Switzerland,46.92,7.47,27.6,18.8,12.1,8.3,0.0,74.0,Sunny
2023-09-07,Bern,Switzerland,46.92,7.47,28.9,20.3,13.3,5.8,0.0,69.0,Sunny
2023-09-08,Bern,Switzerland,46.92,7.47,29.3,21.1,14.9,6.8,0.0,66.0,Sunny
2023-09-09,Bern,Switzerland,46.92,7.47,29.6,21.2,14.8,6.8,0.1,68.0,Sunny
2023-09-10,Bern,Switzerland,46.92,7.47,29.3,20.8,14.4,6.5,0.0,68.0,Sunny
2023-09-11,Bern,Switzerland,46.92,7.47,29.4,20.9,14.4,6.8,0.0,61.0,Cloudy
2023-09-12,Bern,Switzerland,46.92,7.47,27.4,19.4,14.0,6.8,0.0,66.0,Thundery outbreaks possible
2023-09-13,Bern,Switzerland,46.92,7.47,18.5,15.8,14.1,6.1,0.0,95.0,Fog
